fracao_atendida,n_atendidos,recall,precisao,lift
0.05,16542,0.08936160091335786,0.6813565469713456,1.7872104098519925
0.1,33084,0.16799600405936826,0.6404606456293073,1.6799397291435487
0.2,66167,0.3062206647215527,0.5837199812595403,1.5311079516045705
0.3,99251,0.4277242166687809,0.5435511984765896,1.4257445158822863
0.4,132334,0.5364074590891792,0.5112518324844711,1.3410227011593976
0.5,165418,0.6301455664087277,0.48047370902803804,1.2602911328174553
