id_municipio,nome_municipio,sigla_uf,nome_regiao,n_alunos_avaliados,populacao_estimada,taxa_presenca_2024,risco_medio_oof,risco_suavizado,posicao_por_taxa,decil_por_taxa,criancas_em_risco,posicao_por_volume,decil_por_volume,taxa_alfabetizacao_2024,taxa_observada_de_risco,taxa_observada_ajustada,mun_taxa_alfab_lag1,modelo_avaliado,ordenacao_fragil
3304805,São Fidélis,RJ,Sudeste,338,403.1,0.8387096774193549,0.5957008029599425,0.5956746012716699,518.0,1.0,240.11643540831938,615.0,2.0,0.4868767,0.5131233,0.524706072439741,39.611351013183594,True,True
4320008,Sapucaia do Sul,RS,Sul,1388,1539.8462,0.9013627514600908,0.5954684734359126,0.5954620999775876,519.0,1.0,916.920046777256,149.0,1.0,0.4788271,0.5211729,0.524011827889597,59.740386962890625,True,True
2406700,Lajes,RN,Nordeste,75,95.99,0.78125,0.5955624064093458,0.5954444657954349,520.0,1.0,57.156712999697184,2206.0,5.0,0.33670175,0.66329825,0.6345973165445207,26.571252822875977,True,True
2922003,Mucuri,BA,Nordeste,392,392.0,0.9333333333333333,0.5953961553142558,0.5953735984919736,521.0,1.0,233.38645060885364,645.0,2.0,0.47959185,0.52040815,0.5296561519142646,49.08810806274414,True,True
2917102,Itororó,BA,Nordeste,104,104.0,0.9629629629629629,0.5954487890548802,0.5953637715485612,522.0,1.0,61.91783224105037,2077.0,4.0,0.28846154,0.71153843,0.6713125789099046,47.3975944519043,True,True
2901601,Antas,BA,Nordeste,82,82.0,0.9111111111111111,0.5954162525310959,0.5953084565926954,523.0,1.0,48.815293440601025,2442.0,5.0,0.23170732,0.76829267,0.6987805223464194,44.11944580078125,True,True
1507466,São João da Ponta,PA,Norte,20,39.01,0.5128205128205128,0.5954400591021994,0.5949988105214403,524.0,1.0,23.210902599755638,3632.0,7.0,0.43194056,0.5680595,0.5881526414502499,36.7843132019043,True,True
2705200,Messias,AL,Nordeste,231,243.89,0.9467213114754098,0.595023087102443,0.5949848865449049,525.0,1.0,145.1108636162869,1007.0,2.0,0.41867235,0.5813276,0.5839669566986353,30.810523986816406,True,True
2929057,São Félix do Coribe,BA,Nordeste,164,164.0,0.9590643274853801,0.5948177603786922,0.5947640156718961,526.0,1.0,97.54129857019096,1449.0,3.0,0.36585367,0.63414633,0.624249842028543,54.879085540771484,True,True
4311429,Lajeado do Bugre,RS,Sul,24,25.0,0.96,0.5947254913771184,0.5943590149449431,527.0,1.0,14.85897537362358,4254.0,8.0,0.66400003,0.336,0.5162690843237132,46.66666793823242,True,True
2410108,Poço Branco,RN,Nordeste,65,97.91,0.6632653061224489,0.5938607577044073,0.5937258930085751,528.0,1.0,58.13170435875875,2176.0,4.0,0.2534981,0.7465019,0.6764417825281703,10.40533447265625,True,True
