id_municipio,taxa_2023,taxa_2024,meta_2024,meta_2025,meta_2026,meta_2027,meta_2028,meta_2029,meta_2030,n_alunos_avaliados,taxa_presenca_2024,sigla_uf,nome_regiao,n_alunos_2023,taxa_2024_suavizada,projecao_2025,dp_latente_pp,intervalo_2025_inferior,intervalo_2025_superior,p_abaixo_da_meta_2025,gap_de_esforco_2025,meta_dentro_do_intervalo,natureza_resultado,porte_abaixo_referencia_dispersao
4300604,46.6,37.0,52.0,57.39,62.61,67.55,72.13,76.29,80,1974,0.7393258426966293,RS,Sul,2214.0,37.09594239107387,39.40901392816977,10.189394645522716,19.438167398679973,59.37986045765956,0.9611909313835569,20.39,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2906709,38.1,30.86,44.57,51.24,57.85,64.2,70.09,75.38,80,162,0.801980198019802,BA,Nordeste,208.0,32.299050715425246,34.61212225252115,13.220176829490653,8.701051797468544,60.52319270757374,0.8957616493831333,20.380000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1100080,80.7,59.63,80.0,80.0,80.0,80.0,80.0,80.0,80,197,0.9162790697674419,RO,Norte,214.0,59.55205764846029,61.86512918555619,12.690189596670296,36.99281461909753,86.73744375201485,0.9235045631552687,20.369999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1600501,26.1,21.03,33.3,41.39,49.98,58.56,66.66,73.88,80,384,0.75,AP,Norte,395.0,21.884381667497227,24.197453204593124,11.405628894129663,1.8428313510695737,46.55207505811667,0.934142571777467,20.36,True,cenario_condicional_sem_validacao_em_ano_futuro,False
5003751,75.4,56.45,76.1,76.78,77.45,78.11,78.76,79.38,80,176,0.9312169312169312,MS,Centro-Oeste,136.0,56.519839652458394,58.832911189554295,12.985561648757407,33.381678038965205,84.28414434014337,0.9165264751917166,20.33,True,cenario_condicional_sem_validacao_em_ano_futuro,False
4302352,73.7,55.3,74.68,75.63,76.55,77.45,78.33,79.18,80,171,0.9095744680851063,RS,Sul,168.0,55.429991419967074,57.743062957062975,13.065414308638754,32.135321469036725,83.35080444508922,0.9145049662311524,20.33,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2913606,32.3,26.35,39.22,46.65,54.24,61.63,68.53,74.69,80,1378,0.8765903307888041,BA,Nordeste,1556.0,26.557168474371036,28.870240011466933,10.323141229701505,8.637254993931453,49.10322502900241,0.9574942814337812,20.299999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2933505,38.4,31.17,44.82,51.45,58.02,64.32,70.16,75.41,80,154,0.7817258883248731,BA,Nordeste,185.0,32.66230042693986,34.97537196403576,13.371173032482968,8.768354389315917,61.182389538755594,0.8910442144965283,20.28,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1718204,56.8,44.11,60.65,64.37,67.93,71.29,74.43,77.34,80,713,0.7984322508398656,TO,Norte,769.0,44.2837102286907,46.5967817657866,10.725770560011382,25.574657761724282,67.61890576984892,0.9512460717676395,20.260000000000005,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2904100,39.5,32.0,45.8,52.26,58.66,64.77,70.43,75.53,80,100,0.8,BA,Nordeste,159.0,34.1614562614916,36.4745277985875,14.922948844185475,7.2260855208503365,65.72297007632466,0.8549263308710737,20.259999999999998,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2703106,29.7,24.34,36.85,44.57,52.57,60.44,67.8,74.37,80,242,0.8962962962962963,AL,Nordeste,263.0,25.557331523251346,27.870403060347243,12.215639488046534,3.9281896156507266,51.81261650504375,0.9141978382940703,20.23,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2909000,69.3,52.46,71.03,72.68,74.27,75.8,77.26,78.66,80,61,0.9242424242424242,BA,Nordeste,56.0,53.16321332108919,55.47628485818509,17.39968735386418,21.373524302354255,89.57904541401592,0.8386040890670718,20.220000000000006,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3108255,64.3,49.15,66.87,69.35,71.71,73.97,76.1,78.11,80,77,0.8105263157894737,MG,Sudeste,59.0,50.07300244301653,52.38607398011243,16.12748969033818,20.776775026008558,83.99537293421629,0.8535690275352891,20.199999999999996,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2927002,41.0,33.21,47.13,53.38,59.52,65.38,70.8,75.7,80,268,0.864516129032258,BA,Nordeste,301.0,34.02128235019612,36.33435388729202,12.008421046168566,12.798281125608824,59.870426648975204,0.922119620631786,20.17,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2905206,49.2,39.02,54.21,59.19,63.98,68.52,72.72,76.56,80,428,0.928416485900217,BA,Nordeste,451.0,39.413138118179425,41.726209655275326,11.257716068798304,19.661491612252803,63.79092769829784,0.939581856043016,20.169999999999995,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2916401,39.6,32.22,45.94,52.38,58.75,64.83,70.47,75.55,80,537,0.927461139896373,BA,Nordeste,628.0,32.64819895114681,34.96127048824271,10.990809434843872,13.419679835005692,56.50286114147973,0.9434992237124818,20.160000000000004,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1300508,29.7,24.4,36.81,44.54,52.54,60.42,67.79,74.37,80,410,0.8384458077709611,AM,Norte,399.0,25.12806843783576,27.44113997493166,11.31461715873252,5.264897844956998,49.61738210490631,0.9346336188858646,20.14,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2919058,55.1,43.1,59.2,63.21,67.04,70.67,74.04,77.16,80,58,0.9830508474576272,BA,Nordeste,55.0,45.106150761488536,47.41922229858444,17.702159658958905,12.723626918447131,82.11481767872174,0.8138103659012692,20.11,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4206603,88.6,59.9,80.0,80.0,80.0,80.0,80.0,80.0,80,93,0.9789473684210527,SC,Sul,60.0,59.718571574641516,62.03164311173742,15.235455228878154,32.17069957506378,91.89258664841104,0.8808761042777276,20.1,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3119609,100.0,59.91,80.0,80.0,80.0,80.0,80.0,80.0,80,24,0.75,MG,Sudeste,24.0,59.34781472366323,61.66088626075913,24.88382477174997,12.88948591052354,100.0,0.7694355857614634,20.090000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4322400,61.3,47.3,64.39,67.36,70.2,72.89,75.43,77.8,80,966,0.7351598173515982,RS,Sul,1263.0,47.39881290386953,49.711884440965434,10.509172318317486,29.114285189737853,70.30948369219301,0.9534537835896156,20.060000000000002,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2511301,48.8,38.92,53.95,58.98,63.82,68.4,72.65,76.52,80,55,0.859375,PB,Nordeste,71.0,41.61441532635222,43.927486863448124,18.031695651542478,8.586012806237356,79.26896092065888,0.7980794280454611,20.059999999999995,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4217709,64.9,49.72,67.39,69.76,72.03,74.2,76.25,78.18,80,332,0.7614678899082569,SC,Sul,365.0,49.93778330243534,52.25085483953124,11.627364689435577,29.461638813124758,75.04007086593772,0.9339480194711134,20.040000000000006,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2912608,20.1,15.62,27.17,35.65,45.14,54.99,64.46,72.93,80,32,0.9411764705882353,BA,Nordeste,45.0,24.988222327304072,27.30129386439997,22.108227080832982,0.0,70.63262270486571,0.6471468648252121,20.03,True,cenario_condicional_sem_validacao_em_ano_futuro,True
1303205,75.9,57.09,76.5,77.11,77.71,78.3,78.88,79.45,80,247,0.8372881355932204,AM,Norte,266.0,57.117695520441636,59.43076705753754,12.172692991902256,35.57272719854599,83.28880691652907,0.9268003816273811,20.019999999999996,True,cenario_condicional_sem_validacao_em_ano_futuro,False
4313011,90.9,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80,35,1.0,RS,Sul,33.0,59.55938668180926,61.87245821890516,21.336220302238143,20.05423486030608,100.0,0.8022300107565943,20.0,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4307815,96.8,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80,25,1.0,RS,Sul,31.0,59.43024106007742,61.74331259717332,24.460902893658698,13.800823896270671,100.0,0.7722756037408047,20.0,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2409902,40.9,33.3,47.04,53.3,59.46,65.34,70.78,75.69,80,115,0.8455882352941176,RN,Nordeste,151.0,35.1047406636958,37.4178122007917,14.36531130214793,9.262319421875567,65.57330497970783,0.8655486422287991,20.0,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4315404,81.4,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80,59,0.9672131147540983,RS,Sul,70.0,59.71462888391913,62.027700421015034,17.598504893695004,27.535264647620927,96.52013619440913,0.8464296601521328,20.0,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4314001,93.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80,98,0.9074074074074074,RS,Sul,64.0,59.8185285039403,62.1316000410362,15.008323879204292,32.71582576948331,91.54737431258908,0.8830879949163468,20.0,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3531704,66.6,50.9,68.77,70.87,72.88,74.8,76.63,78.36,80,51,0.8793103448275862,SP,Sudeste,,51.956779298425,54.2698508355209,18.52020104948104,17.97092379209714,90.56877787894464,0.8149608264904591,19.970000000000006,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3525102,58.3,45.42,61.9,65.37,68.69,71.82,74.76,77.49,80,402,0.8498942917547568,SP,Sudeste,,45.696065090354935,48.009136627450836,11.341442660457908,25.7803174802272,70.23795577467448,0.9370838596038955,19.950000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,False
4312500,51.4,40.8,56.1,60.72,65.15,69.34,73.22,76.78,80,130,0.8783783783783784,RS,Sul,137.0,41.91861021927968,44.23168175637558,13.921167779579058,16.946694285661184,71.51666922708996,0.8818738580109289,19.92,True,cenario_condicional_sem_validacao_em_ano_futuro,False
3162450,40.9,33.42,47.08,53.33,59.48,65.35,70.79,75.69,80,62,0.25101214574898784,MG,Sudeste,75.0,36.55433002989159,38.86740156698749,17.304286683885827,4.951622888415216,72.78318024555975,0.7983610129982464,19.909999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2911402,35.9,29.69,42.59,49.56,56.54,63.27,69.52,75.13,80,85,0.9883720930232558,BA,Nordeste,82.0,32.41971794673944,34.73278948383534,15.64579666475355,4.067591511481474,65.3979874561892,0.8283538386512257,19.87,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2907608,30.9,25.64,37.9,45.5,53.32,60.97,68.13,74.52,80,78,1.0,BA,Nordeste,89.0,29.012919332134462,31.32599086923036,16.06272430298879,0.0,62.808351996684635,0.8112241274860104,19.86,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2904605,53.3,42.15,57.7,62.01,66.13,70.02,73.65,76.98,80,548,0.9194630872483222,BA,Nordeste,668.0,42.40723407370942,44.72030561080532,10.969496089499875,23.220488346832596,66.22012287477804,0.9425056739136437,19.86,True,cenario_condicional_sem_validacao_em_ano_futuro,False
3110806,61.5,47.62,64.52,67.47,70.28,72.95,75.46,77.82,80,26,0.9285714285714286,MG,Sudeste,28.0,50.28067988707663,52.59375142417253,24.06391718874983,5.429340407268505,99.75816244107654,0.7317773543880826,19.85,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3140852,37.7,31.08,44.2,50.92,57.61,64.03,69.98,75.33,80,112,0.8615384615384616,MG,Sudeste,120.0,33.09656131359362,35.40963285068952,14.466466018256204,7.055880471334792,63.763385230044236,0.8581759280276807,19.840000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,True
1702703,52.9,41.94,57.4,61.77,65.95,69.89,73.57,76.94,80,29,0.7837837837837838,TO,Norte,28.0,45.74990586175377,48.06297739884967,23.005484136729415,2.9730570439524655,93.15289775374686,0.7243507352759575,19.830000000000005,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2206654,23.7,19.39,30.91,39.2,48.15,57.23,65.84,73.52,80,72,0.935064935064935,PI,Nordeste,34.0,23.714898817444837,26.027970354540734,16.47387791733353,0.0,58.31617775822417,0.7880202075165215,19.810000000000002,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2105427,79.9,60.13,79.93,79.94,79.95,79.97,79.98,79.99,80,252,0.9298892988929889,MA,Nordeste,287.0,60.051016165676025,62.364087702771926,12.131307616226438,38.587161689591646,86.1410137159522,0.9263041280531734,19.809999999999995,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1506583,53.6,42.45,58.01,62.25,66.32,70.15,73.73,77.01,80,246,0.8172757475083057,PA,Norte,251.0,43.001017942269335,45.31408947936524,12.181154592360437,21.43946518822409,69.18871377050638,0.9177867236464855,19.799999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,False
5200605,82.9,60.2,80.0,80.0,80.0,80.0,80.0,80.0,80,128,0.9846153846153847,GO,Centro-Oeste,156.0,60.04493382676137,62.35800536385727,13.975116664176571,34.967280022325646,89.7487307053889,0.896595076541528,19.799999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2919959,61.0,47.37,64.12,67.15,70.04,72.78,75.36,77.77,80,38,1.0,BA,Nordeste,69.0,49.40142890722696,51.71450044432286,20.663750504044437,11.214293670874362,92.21470721777135,0.772463515393782,19.78000000000001,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2925501,34.9,28.97,41.65,48.75,55.91,62.82,69.25,75.01,80,391,0.8248945147679325,BA,Nordeste,437.0,29.628504038162927,31.941575575258824,11.380008781772997,9.637168219234209,54.245982931283436,0.930163965099689,19.78,True,cenario_condicional_sem_validacao_em_ano_futuro,False
3141504,79.7,60.0,79.7,79.75,79.8,79.85,79.9,79.95,80,55,1.0,MG,Sudeste,40.0,59.69682589035666,62.009897427452565,18.031695651542478,26.668423370241797,97.35137148466333,0.8374001665626665,19.75,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4318101,58.2,45.6,61.82,65.31,68.64,71.79,74.74,77.48,80,113,0.7847222222222222,RS,Sul,154.0,46.515953836251995,48.829025373347896,14.432230458016168,20.542373459054193,77.11567728764159,0.8732638807307369,19.71,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3531506,72.9,55.38,74.01,75.09,76.13,77.14,78.13,79.08,80,125,0.7763975155279503,SP,Sudeste,,55.54913767948942,57.86220921658532,14.05886355038658,30.3073429942647,85.41707543890593,0.8897885219445822,19.71,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2703809,33.5,27.93,40.35,47.64,55.02,62.19,68.87,74.84,80,197,0.9516908212560387,AL,Nordeste,296.0,29.254299057700376,31.567370594796273,12.690189596670296,6.695056028337614,56.43968516125493,0.8973400440580721,19.71,True,cenario_condicional_sem_validacao_em_ano_futuro,False
4308201,79.0,59.6,79.15,79.3,79.44,79.58,79.72,79.86,80,279,0.9,RS,Sul,331.0,59.54518987132599,61.85826140842189,11.931475483856712,38.47299917764011,85.24352363920366,0.9281055227270981,19.699999999999996,True,cenario_condicional_sem_validacao_em_ano_futuro,False
5008008,60.4,47.09,63.66,66.78,69.76,72.58,75.23,77.71,80,277,0.9551724137931035,MS,Centro-Oeste,281.0,47.43345632404601,49.746527861141914,11.94504696067225,26.33466602458466,73.15838969769916,0.9230638374213576,19.689999999999998,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2922656,31.3,26.14,38.28,45.83,53.58,61.17,68.24,74.57,80,176,0.8341232227488151,BA,Nordeste,117.0,27.702691940644396,30.015763477740293,12.985561648757407,4.564530327151207,55.466996628329376,0.8883561480460682,19.689999999999998,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2903003,39.3,32.43,45.6,52.1,58.53,64.68,70.38,75.51,80,111,0.9487179487179487,BA,Nordeste,116.0,34.36087740867404,36.67394894576994,14.50123541230016,8.252049806324784,65.0958480852151,0.856284670314365,19.67,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4114708,64.7,49.96,67.2,69.61,71.92,74.11,76.19,78.16,80,56,0.8888888888888888,PR,Sul,61.0,51.06725120998773,53.38032274708363,17.918612259253997,18.260488066007902,88.50015742815935,0.817464341436547,19.65,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3142809,74.8,56.72,75.58,76.36,77.12,77.87,78.6,79.31,80,218,0.919831223628692,MG,Sudeste,143.0,56.7660854081797,59.0791569452756,12.446611220953155,34.6842472226353,83.47406666791589,0.9174919710189893,19.64,True,cenario_condicional_sem_validacao_em_ano_futuro,False
4306957,79.5,60.0,79.55,79.63,79.7,79.78,79.85,79.93,80,33,0.9428571428571428,RS,Sul,31.0,59.53846365854723,61.85153519564313,21.838414279390104,19.04902972857328,100.0,0.792203697985278,19.629999999999995,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2932408,33.1,27.71,40.0,47.33,54.78,62.02,68.76,74.79,80,83,0.9120879120879121,BA,Nordeste,87.0,30.694959189231103,33.008030726327,15.758826099453831,2.121299132767664,63.894762319886325,0.8182779779065612,19.619999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,True
1504752,55.2,43.72,59.31,63.3,67.11,70.71,74.07,77.17,80,178,0.8436018957345972,PA,Norte,189.0,44.409379741788655,46.722451278884556,12.954745783559034,21.331616114236724,72.11328644353239,0.8996659840894791,19.58,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1101807,55.7,44.06,59.72,63.63,67.37,70.89,74.18,77.22,80,78,0.8863636363636364,RO,Norte,74.0,45.50511723560997,47.818188772705874,16.06272430298879,16.335827645251594,79.30054990016015,0.8375354421946921,19.57,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3118106,92.0,60.49,80.0,80.0,80.0,80.0,80.0,80.0,80,35,0.9722222222222222,MG,Sudeste,38.0,59.94812080382269,62.26119234091859,21.336220302238143,20.442968982319513,100.0,0.7971244842816976,19.509999999999998,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4316956,78.3,59.3,78.55,78.8,79.04,79.28,79.52,79.76,80,37,0.9487179487179487,RS,Sul,36.0,59.016886716673376,61.32995825376928,20.878128743121927,20.409577852659787,100.0,0.7986370481010405,19.5,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2924900,53.8,42.86,58.12,62.35,66.39,70.21,73.76,77.03,80,56,0.875,BA,Nordeste,69.0,44.961371091740844,47.274442628836745,17.918612259253997,12.154607947761015,82.39427730991247,0.7999198828213878,19.490000000000002,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4311239,70.8,54.2,72.28,73.69,75.05,76.36,77.62,78.83,80,11,0.9166666666666666,RS,Sul,26.0,55.86238124525484,58.17545278235074,35.153773468581406,0.0,100.0,0.6705143075223127,19.489999999999995,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4322608,78.1,59.2,78.41,78.68,78.95,79.22,79.48,79.74,80,488,0.9224952741020794,RS,Sul,513.0,59.175569687294875,61.488641224390776,11.096809280897302,39.73929469052224,83.23798775825931,0.9393351441980273,19.480000000000004,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2911253,60.5,47.37,63.7,66.81,69.78,72.6,75.24,77.71,80,38,0.9047619047619048,BA,Nordeste,32.0,49.40142890722696,51.71450044432286,20.663750504044437,11.214293670874362,92.21470721777135,0.767467005256093,19.440000000000005,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3103603,75.0,57.09,75.76,76.51,77.24,77.95,78.65,79.33,80,28,0.7777777777777778,MG,Sudeste,16.0,57.28110387424745,59.59417541134335,23.338224392137032,13.852096139640558,100.0,0.7657163068236055,19.42,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4315602,54.2,43.2,58.45,62.61,66.59,70.35,73.85,77.07,80,1519,0.7817807514153371,RS,Sul,1630.0,43.28751694709246,45.600588484188364,10.282207217271182,25.447832656759033,65.7533443116177,0.9509623298130688,19.409999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2203255,32.6,27.56,39.57,46.96,54.48,61.81,68.63,74.74,80,41,0.9111111111111111,PI,Nordeste,62.0,33.07373205393374,35.38680359102964,20.071873333890046,0.0,74.72695242770403,0.7178910139063451,19.400000000000002,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4312807,82.3,60.6,80.0,80.0,80.0,80.0,80.0,80.0,80,61,0.8356164383561644,RS,Sul,68.0,60.244749206565544,62.557820743661445,17.39968735386418,28.45506018783061,96.66058129949226,0.8419349429845444,19.4,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4311502,57.9,45.7,61.56,65.1,68.48,71.68,74.67,77.45,80,40,0.7843137254901961,RS,Sul,47.0,47.95870941245679,50.27178094955269,20.261171888358003,10.560613763795601,89.98294813530978,0.7678711476675677,19.39999999999999,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2407302,26.9,22.73,34.1,42.12,50.57,58.99,66.92,73.99,80,38,0.9047619047619048,RN,Nordeste,57.0,29.52943110715569,31.84250264425159,20.663750504044437,0.0,72.34270941770006,0.6905353715742971,19.389999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2505204,29.3,24.78,36.38,44.16,52.23,60.2,67.65,74.31,80,57,0.8382352941176471,PB,Nordeste,98.0,29.34280607905444,31.655877616150338,17.808816005975135,0.0,66.56051559516206,0.7587012747318842,19.379999999999995,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3511300,72.9,55.73,74.02,75.09,76.14,77.15,78.13,79.08,80,143,0.8827160493827161,SP,Sudeste,,55.85814554502396,58.17121708211986,13.603040222649216,31.50974816547767,84.83268599876205,0.8932042283893693,19.360000000000007,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2902203,21.7,17.95,28.9,37.3,46.55,56.04,65.11,73.21,80,78,0.896551724137931,BA,Nordeste,104.0,22.12774007710044,24.44081161419634,16.06272430298879,0.0,55.92317274165061,0.7883070414367992,19.349999999999998,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2927804,45.1,37.04,50.76,56.38,61.83,67.01,71.8,76.14,80,54,0.9473684210526315,BA,Nordeste,53.0,40.04867690889756,42.36174844599346,18.14822306934026,6.791884846687587,77.93161204529933,0.7800704242102273,19.340000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2922854,31.9,27.03,38.9,46.37,54.02,61.48,68.43,74.65,80,37,0.7872340425531915,BA,Nordeste,68.0,33.12674718191458,35.43981871901048,20.878128743121927,0.0,76.36019912011997,0.6996948365874655,19.339999999999996,True,cenario_condicional_sem_validacao_em_ano_futuro,True
1720853,77.6,58.97,77.95,78.3,78.65,78.99,79.33,79.67,80,29,0.9666666666666667,TO,Norte,28.0,58.706402335538776,61.01947387263468,23.005484136729415,15.929553517737475,100.0,0.773718240227437,19.33,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3509403,71.8,54.99,73.07,74.32,75.54,76.71,77.85,78.95,80,218,0.8825910931174089,SP,Sudeste,,55.105535673203086,57.41860721029899,12.446611220953155,33.02369748765869,81.81351693293928,0.9127540686066707,19.32999999999999,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2401859,31.2,26.47,38.23,45.79,53.55,61.14,68.23,74.56,80,65,0.7738095238095238,RN,Nordeste,81.0,30.332417094190834,32.64548863128673,17.03282747746671,0.0,66.02921704200571,0.7798587761465434,19.32,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2413359,32.7,27.68,39.61,46.99,54.51,61.83,68.65,74.74,80,88,0.704,RN,Nordeste,79.0,30.51409801037665,32.82716954747255,15.484476415110818,2.4781534543954535,63.17618564054964,0.8198115211878286,19.310000000000002,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4310439,81.6,60.7,80.0,80.0,80.0,80.0,80.0,80.0,80,51,0.8793103448275862,RS,Sul,67.0,60.270490306648334,62.583561843744235,18.52020104948104,26.284634800320475,98.882488887168,0.8264943576904715,19.299999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2107902,76.8,58.43,77.24,77.72,78.19,78.65,79.11,79.56,80,201,0.9392523364485982,MA,Nordeste,242.0,58.405612613588474,60.718684150684375,12.640254365465664,35.94424083894647,85.49312746242227,0.9106896019066575,19.29,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1600550,36.4,30.66,43.05,49.94,56.84,63.49,69.65,75.19,80,48,0.8888888888888888,AP,Norte,91.0,35.00315411516051,37.31622565225641,18.929941205513458,0.21422265998929646,74.41822864452352,0.7475718127446226,19.279999999999998,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2110401,46.8,38.29,52.21,57.56,62.74,67.64,72.19,76.31,80,183,0.8061674008810573,MA,Nordeste,156.0,39.2191362709712,41.5322078080671,12.880351258754445,16.28718323268323,66.77723238345096,0.8933164269041327,19.270000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,False
3305307,63.7,49.68,66.38,68.95,71.41,73.75,75.97,78.05,80,59,0.8676470588235294,RJ,Sudeste,76.0,50.77596428862269,53.08903582571859,17.598504893695004,18.596600052324483,87.58147159911269,0.8162770006747284,19.270000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2514404,56.3,44.79,60.23,64.04,67.68,71.11,74.32,77.28,80,47,0.9591836734693877,PB,Nordeste,39.0,46.91481212890405,49.227883665999954,19.075977842984788,11.839654123865692,86.61611320813421,0.7812672037684938,19.250000000000007,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2928059,33.5,28.42,40.34,47.63,55.02,62.19,68.86,74.84,80,95,0.8260869565217391,BA,Nordeste,108.0,30.998755114464036,33.31182665155993,15.14214653368867,3.6337647969021134,62.98988850621775,0.8278196272596425,19.21,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4302808,54.8,43.8,58.95,63.01,66.9,70.56,73.98,77.13,80,276,0.8263473053892215,RS,Sul,329.0,44.24986934514415,46.56294088224005,11.951900594182856,23.137646170838774,69.98823559364132,0.9156052930177503,19.21,True,cenario_condicional_sem_validacao_em_ano_futuro,False
1302306,36.6,30.91,43.26,50.12,56.98,63.59,69.71,75.21,80,360,0.8490566037735849,AM,Norte,347.0,31.575888036778483,33.88895957387438,11.50053133471798,11.348332354752777,56.42958679299598,0.9209262765178546,19.209999999999997,True,cenario_condicional_sem_validacao_em_ano_futuro,False
2516755,62.2,48.73,65.1,67.93,70.64,73.2,75.62,77.89,80,35,0.8536585365853658,PB,Nordeste,29.0,50.61850187550043,52.93157341259633,21.336220302238143,11.113350053997252,94.7497967711954,0.7589584513984042,19.20000000000001,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4309704,90.7,60.8,80.0,80.0,80.0,80.0,80.0,80.0,80,49,0.9607843137254902,RS,Sul,44.0,60.34002145667548,62.65309299377138,18.788798751089764,25.82772412886429,99.47846185867846,0.8220635908650131,19.200000000000003,True,cenario_condicional_sem_validacao_em_ano_futuro,True
4320503,59.8,47.2,63.15,66.38,69.45,72.36,75.1,77.64,80,28,0.9655172413793104,RS,Sul,43.0,49.82048366455737,52.13355520165327,23.338224392137032,6.391475929950481,97.87563447335606,0.7292128120103846,19.179999999999993,True,cenario_condicional_sem_validacao_em_ano_futuro,True
2929206,30.0,25.66,37.11,44.81,52.76,60.57,67.88,74.41,80,342,0.8769230769230769,BA,Nordeste,398.0,26.496352772927505,28.809424310023402,11.579845937524764,6.113343325952403,51.5055052940944,0.9164774006680851,19.150000000000002,True,cenario_condicional_sem_validacao_em_ano_futuro,False
4211876,70.8,54.55,72.28,73.69,75.05,76.36,77.62,78.83,80,22,0.7857142857142857,SC,Sul,31.0,55.522181225365024,57.835252762460925,25.81926027113842,7.230432523563742,100.0,0.7304143648187604,19.14,True,cenario_condicional_sem_validacao_em_ano_futuro,True
3507100,69.9,53.92,71.48,73.04,74.55,76.0,77.39,78.72,80,292,0.9125,SP,Sudeste,,54.03954124090379,56.35261277799969,11.847448988684251,33.13203945150306,79.5731861044963,0.9205116549222367,19.120000000000005,True,cenario_condicional_sem_validacao_em_ano_futuro,False
