id_municipio,sigla_uf,nome_regiao,cluster,cluster_nome,n_avaliados,taxa_alfabetizacao_2023,taxa_alfabetizacao_2024,media_portugues_2024,taxa_presenca_2024,log_porte,share_rede_estadual,proporcao_aluno_nivel_0,proporcao_aluno_nivel_1,proporcao_aluno_nivel_2,proporcao_aluno_nivel_3,proporcao_aluno_nivel_4,proporcao_aluno_nivel_5,proporcao_aluno_nivel_6,proporcao_aluno_nivel_7,proporcao_aluno_nivel_8
3554904,SP,Sudeste,1,faixa intermediária,76,0.895,0.69580066,760.71265,0.9620253164556962,1.8808135922807914,0.0,0.0,2.66,6.66,10.52,18.43,19.72,26.26,7.94,7.81
3555208,SP,Sudeste,1,faixa intermediária,15,1.0,0.93333334,784.1373,0.8823529411764706,1.1760912590556813,0.0,0.0,0.0,0.0,6.67,0.0,26.67,40.0,13.33,13.33
3555307,SP,Sudeste,1,faixa intermediária,17,0.455,0.7058824,745.0555,0.9444444444444444,1.2304489213782739,0.0,5.88,11.76,0.0,11.76,0.0,35.29,29.41,5.88,0.0
3555356,SP,Sudeste,1,faixa intermediária,69,0.606,0.74440587,769.36304,0.9583333333333334,1.8388490907372552,0.0,1.39,2.78,4.32,9.88,11.36,18.56,22.16,19.16,10.4
3556008,SP,Sudeste,1,faixa intermediária,114,0.8059999999999999,0.6568418,758.50336,0.9047619047619048,2.0569048513364727,0.0,0.0,2.51,5.27,13.29,22.21,24.68,14.9,9.51,7.63
3556107,SP,Sudeste,1,faixa intermediária,134,0.6709999999999999,0.8595336,778.0495,0.9178082191780822,2.1271047983648077,0.0,0.0,0.0,1.49,7.44,10.09,25.63,28.04,21.39,5.92
3556305,SP,Sudeste,1,faixa intermediária,269,0.644,0.7043923,765.4067,0.950530035335689,2.429752280002408,0.0,1.12,2.23,6.38,9.04,15.23,21.81,16.65,18.76,8.78
3556354,SP,Sudeste,1,faixa intermediária,86,0.745,0.65339684,754.8619,0.8514851485148515,1.9344984512435677,0.0,2.33,8.74,6.77,7.32,14.18,19.17,19.61,18.37,3.51
3556404,SP,Sudeste,1,faixa intermediária,370,0.695,0.6150835,753.30365,0.9181141439205955,2.568201724066995,0.0,2.16,4.4,6.87,13.06,17.47,21.66,17.42,11.72,5.25
3556453,SP,Sudeste,1,faixa intermediária,545,0.561,0.6458851,755.6218,0.9268707482993197,2.7363965022766426,0.0,3.22,3.79,5.34,10.08,19.02,22.77,17.67,13.66,4.46
